id;document;content;codes
46:06:00;s2_r21;and later on even identify why we have that much code smells in that part of the application.;"2-group code smells per package
concept-Information Abstraction"
46:07:00;s2_r21;In my opinion technical debt is part of the backlog and shouldn't be presented in a separated way;2-td is part of the backlog
46:08:00;s2_r21;since it can give the wrong idea of less important issue, so i would present it as a widget together with an existing dashboard.;2-multiples widgets presever holistic view
46:09:00;s2_r21;knowing how long that technical debt is pending;2-td age should be present in a dedicated td dashboard
46:11:00;s2_r21;which files are part of it can helps a lot, also a comparition of the amount of bugs we have in the same files/packages can be useful, so we can have a real demonstration of the problem that the tech debt is causing.;2-number of bugs per file can help understand td impact
46:12:00;s2_r21;if the dashboard present the number of bugs related to those files, we can have a better way to prioritize the tasks, since the tech debt can be directly related to the amount of bugs that part of application is having.;"2-issue prioritization should be done by humans
concept-Human Intervention"
48:01:00;s3_r2;I'd prefer both, depending on my mood, how well the suggestion fit the piece of code and how annoyed I'm by the tool.;"concept-Information Load
s3_q1"
48:03:00;s3_r2;In my experience such suggestions are either too simplistic, miss the mark or don't detect most interesting situations worthy of developer attention.;"3-accuracy is a concern
concept-Tool Quality
s3_q3"
48:04:00;s3_r2;I'd prefer both, depending on my mood, how well the suggestion fit the piece of code and how annoyed I'm by the tool.;3-tools acting proactively might annoy developers
48:05:00;s3_r2;I'd prefer both;3-reactive and proactive solutions are useful
48:06:00;s3_r2;how well the suggestion fit the piece of code;"3-accuracy is a concern
concept-Tool Quality"
48:08:00;s3_r2;Within IDE for my own code;3-ide plugin is useful
48:09:00;s3_r2;external tool for code reviews.;3-external tool is useful for code review
48:10:00;s3_r2;Within IDE for my own code;concept-Workflow Consistency
49:01:00;s3_r3;I would prefer it to be a configurable inspection to work the same way like other suggestions.;"3-customization options are necessary
3-manual trigger is the preference
concept-Customization
concept-Human Intervention
s3_q1"
49:03:00;s3_r3;I would prefer an IDE plugin;"3-ide plugin is useful
concept-Workflow Consistency"
49:04:00;s3_r3;and the tool can also make mistakes;"3-accuracy is a concern
concept-Tool Quality"
49:05:00;s3_r3;I want the control over when, how and what I apply.;"3-developers want to have control
concept-Customization
concept-Keep the Control"
51:02:00;s3_r5;Within the IDE so that all my IDE configuration is active while reviewing the changes.;"3-ide plugin is useful
concept-Workflow Consistency
s3_q2"
51:04:00;s3_r5;Proactively since it'd be good to see suggestions on the fly. The performance must be good though.;3-proactive solution is useful
51:05:00;s3_r5;The performance must be good though.;"3-performance is a concern
concept-Tool Quality"
52:02:00;s3_r6;Within the IDE;"3-ide plugin is useful
concept-Workflow Consistency
s3_q2"
52:04:00;s3_r6;I would rather prefer to run a test before considering the refactoring as good!;"3-accuracy is a concern
concept-Tool Quality"
52:05:00;s3_r6;I wouldn't immediately commit the changes to git.;"3-manual trigger is the preference
concept-Human Intervention"
53:01:00;s3_r7;Depends on what such refactoring proposal tool actually does. One of my colleagues seems to blindly accept all of those and the result is a pure DRY code that is hard to read.;"concept-Human Intervention
concept-Tool Quality
s3_q3"
53:02:00;s3_r7;One of my colleagues seems to blindly accept all of those and the result is a pure DRY code that is hard to read.;"3-refactoring actions demand review
concept-Human Intervention"
53:03:00;s3_r7;Depends on what such refactoring proposal tool actually does. One of my colleagues seems to blindly accept all of those and the result is a pure DRY code that is hard to read;Depends on what such refactoring proposal tool actually does. One of m
54:03:00;s3_r8;I'd prefer manual trigger.;3-manual trigger is the preference
54:04:00;s3_r8;Also the example from screenshot is quite artificial - I'd like to see more examples.;3-more examples are necessary
54:05:00;s3_r8;in IDE it's easier to analyze the suggested change in the context of other code;"3-ide plugin is useful
concept-Workflow Consistency"
54:06:00;s3_r8;A patch needs to be applied to get reviewed, because auto-patches (from my experience) always require human validation.;3-refactoring actions demand review
54:07:00;s3_r8;I'd prefer manual trigger.;concept-Human Intervention
54:08:00;s3_r8;A patch needs to be applied to get reviewed, because auto-patches (from my experience) always require human validation.;concept-Human Intervention
55:01:00;s3_r9;at my own discretion... I just prefer to execute by myself;"3-manual trigger is the preference
concept-Human Intervention
s3_q1"
55:04:00;s3_r9;as a developer I prefer it on IDE;"3-ide plugin is useful
concept-Workflow Consistency"
56:02:00;s3_r10;Within the IDE, it may increase the productivity.;"3-ide plugin is useful
3-plugin suggesting refactoring within ide may increase productivity
concept-Workflow Consistency
s3_q2"
56:03:00;s3_r10;and let the developer to evaluate it.;"3-refactoring actions demand review
concept-Human Intervention"
56:04:00;s3_r10;It should consider the impact on refactoring, specially for legacy systems;3-refactoring suggestions must to consider the impact on legacy systems
56:05:00;s3_r10;One need to assess if there will be enough time to both develop and test the code changes performed by the refactoring.;"3-refactoring actions demand review
concept-Human Intervention"
56:06:00;s3_r10;If there are automated tests covering the code, then this risk can be mitigated.;"3-refactoring actions demand review
concept-Human Intervention"
57:04:00;s3_r11;I already use a plugin that provide refactoring code in IntelliJ (SonarLint).;3-There is a soluution already in place
57:05:00;s3_r11;refactore the code to be performed before committing.;"3-suggestions at commit time
concept-Workflow Consistency"
57:06:00;s3_r11;Both help to improve the code, mainly in standardization and maintainability.;3-tools that suggest refactoring action helps in standarization and maintainability
57:07:00;s3_r11;I already use both within the IDE and externally.;3-ide plugin and external tool are similarly useful
59:03:00;s3_r13;Normally, this kind of action should be enforced by a pre-commit mechanism;"3-suggestions at commit time
concept-Workflow Consistency"
59:04:00;s3_r13;continuous integration step prior to the release branch integration;"3-refactoring suggestions must to be considered as a continuos intergration step
concept-Workflow Consistency"
59:05:00;s3_r13;developers tend to not use overtime or even worse, part of the team uses and part of the team don't compromising the standardization of the development.;3-refactoting suggestions may harm standarization
59:06:00;s3_r13;External tool as explained in the previous question.;3-external tool is useful for code review
59:07:00;s3_r13;Use such a plugin within the IDE is good for an option, but having only the plugin is not a good solution.;3-use only an ide plugin is not useful
60:03:00;s3_r14;I prefer to execute at my own discretion;"3-manual trigger is the preference
concept-Human Intervention"
60:04:00;s3_r14;I prefer to execute at my own discretion, simply because I prefer to have more control over my code.;"3-developers want to have control
concept-Human Intervention
concept-Keep the Control"
60:05:00;s3_r14;But if it's proactive like code formatting is nowadays, would be awesome.;3-code format can be done proactively
60:06:00;s3_r14;Within the IDE;"3-ide plugin is useful
concept-Workflow Consistency"
60:07:00;s3_r14;I don't like to install external tools when working on an IDE;"3-ide plugin is useful
concept-Workflow Consistency"
61:01:00;s3_r15;i prefer proactively, i want to execute a plugin do check my code, i want a plugin give me de suggestion on time, when i coding;"3-reactive and proactive solutions are useful
s3_q1"
61:02:00;s3_r15;i prefer within the IDE;"3-ide plugin is useful
concept-Workflow Consistency
s3_q2"
62:01:00;s3_r16;The preference for a recommendation system will depend on its granularity. If it is at the code level, I would prefer a proactive recommendation system. However, for component or service-level recommendations, I would rather have a global system that allows recommendations to be triggered at my discretion.;"concept-Context-Dependent Solution
s3_q1"
62:03:00;s3_r16;"Nowadays, there is an abundance of AI tools available for code refactoring and suggestions; however, issues still persist regarding the accuracy and reliability of these recommendations.";"3-accuracy is a concern
concept-Tool Quality
s3_q3"
62:04:00;s3_r16;The preference for a recommendation system will depend on its granularity. If it is at the code level, I would prefer a proactive recommendation system. However, for component or service-level recommendations, I would rather have a global system that allows recommendations to be triggered at my discretion.;3-manual or practive solutions depend on the granularity
62:05:00;s3_r16;If it is at the code level, I would prefer a proactive recommendation system.;3-proactive solutions for code changes
62:06:00;s3_r16;However, for component or service-level recommendations, I would rather have a global system that allows recommendations to be triggered at my discretion.;"3-manual or practive solutions depend on the granularity
concept-Human Intervention"
62:07:00;s3_r16;At code level I will prefer within the IDE primary due to its usability features, such as Copilot, CodeGPT, and similar aids.;"3-code level suggestions within IDE
concept-Workflow Consistency"
62:08:00;s3_r16;When it comes to component or service-level tasks, my reliance will be on the tool's accuracy and precision. Should there be a need for an external tool to accomplish these tasks effectively, I am open to utilizing such external resources.;"3-accuracy is a concern
concept-Tool Quality"
64:04:00;s3_r18;Proactively if not at a relevant performance cost. Otherwise it could be triggered at commit time.;3-proactive solution is useful
64:05:00;s3_r18;if not at a relevant performance cost;"3-performance is a concern
concept-Tool Quality"
64:06:00;s3_r18;Otherwise it could be triggered at commit time.;"3-suggestions at commit time
concept-Workflow Consistency"
64:07:00;s3_r18;Within the IDE.;"3-ide plugin is useful
concept-Workflow Consistency"
64:08:00;s3_r18;Leave the decision of accepting the suggestion to the developer and don't fill Git with automated patches.;"3-developers want to have control
concept-Keep the Control"
64:09:00;s3_r18;Most changes can go together with code changes silently, without creating extra entries in the repository history.;3-accepted suggestions do not need extra entries on the repository
64:10:00;s3_r18;"I'd make these suggestions show up as a wiggly line below the affected code with the ""auto fix"" action being the patch application.";"3-show suggestions in the ide gui
concept-Workflow Consistency"
65:02:00;s3_r19;with IDE because its comfortable;"3-ide plugin is useful
concept-Workflow Consistency
s3_q2"
65:03:00;s3_r19;at my own;"3-manual trigger is the preference
concept-Human Intervention"
65:04:00;s3_r19;because I need to keep practicing;3-manual trigger supports developers' training
66:02:00;s3_r20;IDE, because it’s more pratical;"3-ide plugin is useful
concept-Workflow Consistency
s3_q2"
66:03:00;s3_r20;This could be something that happens before committing;"3-suggestions at commit time
concept-Workflow Consistency"
66:04:00;s3_r20;and the user approves it or not;"3-developers want to have control
concept-Keep the Control"
66:05:00;s3_r20;because AI can provide code that don’t work.;"3-accuracy is a concern
concept-Tool Quality"
67:03:00;s3_r21;I prefer it to proactively provide suggestions, so i can do then in action.;3-proactive solution is useful
67:04:00;s3_r21;but an external tool that would make a code review after a commit is also a good idea;3-external tool is useful for code review
67:05:00;s3_r21;some times it can be bothersome to have too much suggestions while we are coding, since it can lead to premature optimization.;"3-tools acting proactively might annoy developers
concept-Information Load"
67:06:00;s3_r21;Within the IDE;"3-ide plugin is useful
concept-Workflow Consistency"
68:02:00;s4_r1;"None, the project quality can't be determined by such simplistic metrics as ""code smells"".";"4-multiple metrics are necessary to provide software's overall quality
s4_q2"
68:03:00;s4_r1;None, mailing lists are flexible enough;"4-mailing lists are good channels
s4_q3"
68:05:00;s4_r1;Never;4-notifications are not useful
68:06:00;s4_r1;CI are notoriously hard to get all green reliably, another source of constant CI notifications would distract from what actually matters;"4-notifications can distract developers
concept-Notification Load"
68:07:00;s4_r1;Unless the tools become as intelligent as real developers,;4-tools should be inteligent as real developers
68:08:00;s4_r1;you'd need an autonomous agent that can learn as it interacts with the user.;4-tools should lear while interacting with developers
69:02:00;s4_r2;slack channel;"4-instant message could be used for notificaitons
s4_q3"
69:03:00;s4_r2;Only if a threshold is met.;4-notifications should be sent based on a threshold
69:04:00;s4_r2;If it sends mails after each cycle, people will treat it as spam and will set a rule to move it to a folder where it will never be opened.;"4-many notifications can cause pople to ignore them
concept-Notification Load"
70:02:00;s4_r3;Too late, more junk in the mail box;"4-many notifications can cause pople to ignore them
concept-Notification Load"
70:03:00;s4_r3;The bot should comment on the PR directly.;4-comments in prs are a good channel for communication
71:01:00;s4_r4;Its useful to have control on code smells;"4-notification is useful for controlling the amount of code smells
s4_q1"
71:03:00;s4_r4;maybe teams bot;"4-instant message could be used for notificaitons
s4_q3"
72:01:00;s4_r5;After each CI run a report could be sent;"4-notification after each ci cyle
concept-Workflow Consistency
s4_q1"
72:03:00;s4_r5;Slack channel, Teams or Google Space (depending on the tool used by the team).;"4-instant message could be used for notificaitons
s4_q3"
72:04:00;s4_r5;so the team can evaluate and act accordingly.;4-team behavior
72:05:00;s4_r5;A summary of data presented in the report;4-summary of data presented in the commiunication
72:06:00;s4_r5;possible insights identified by the tool (suggestions for acting) could be presented in the notification message.;4-suggestion of actions should be sent in the communicaiton
72:07:00;s4_r5;It can mitigate risks.;4-notifications help to mitigate risks
73:01:00;s4_r6;For each CI cycle,;"4-notification after each ci cyle
concept-Workflow Consistency
s4_q1"
73:03:00;s4_r6;Showing the stats in slack channels (very often used by companies) is useful as well.;"4-instant message could be used for notificaitons
s4_q3"
73:04:00;s4_r6;because it will keep everyone sync about what is goign on.;4-notifications help developers to be synced
73:05:00;s4_r6;A consolidated view of code smells been checked and each package/file affected by them would be minimal;4-consolidate smells per package/file
73:06:00;s4_r6;More than time, it would be desirable to see the evolution of the numbers over time to show progress/degradation of the software.;4-evolution of quality metrics
73:07:00;s4_r6;A consolidated view of code smells been checked and each package/file affected by them would be minimal;concept-Information Abstraction
74:01:00;s4_r7;Dynamically during the code wrriting.;"4-notifications in real-time during code writing
s4_q1"
74:03:00;s4_r7;Today I turn off any kind of automatic notifications to not become stressed.;"1-notifications are useful
4-many notifications can cause pople to ignore them
4-notifications can distract developers
concept-Notification Load
s4_q3"
74:04:00;s4_r7;Good or bad design is far more thsn code smells. It is also important to consider what are key properties of the overall system. Fir exsmåle if you building a product line then variability is key and if safety is key then within the product line then other things are important and thst csn vary in different corners of the product line.;4-key properties may vary
75:01:00;s4_r8;Yes, after a criterion is met.;"4-notifications should be sent based on a threshold
s4_q1"
75:02:00;s4_r8;The files that contain the smells would be great and easier for the developer to navigate later.;"4-files that contains smells
s4_q2"
75:03:00;s4_r8;files that contain the smells;4-number of code smells
77:05:00;s4_r10;I'm not too fond of email for this kind of checks;4-email for ci checks is not useful
77:06:00;s4_r10;I need to consider emails I'd appreciate a setup in which I get an email after a threshold for a project I'm interested in is breached;4-notifications should be sent based on a threshold
77:07:00;s4_r10;summary of the tracked metrics once every week.;4-summary of data presented in the commiunication
77:08:00;s4_r10;but if I need to consider emails I'd appreciate a setup in which I get an email after a threshold for a project I'm interested in is breached and a summary of the tracked metrics once every week.;"4-customization options are necessary
concept-Customization"
77:09:00;s4_r10;The metric that triggered the alert, current value and threshold,;4-metric that triggered the alert
77:10:00;s4_r10;a graph of its evolution in the last week;4-evolution of quality metrics
77:11:00;s4_r10;a list of the top offenders (as in packages, modules, files, libraries, etc, whatever granularity that makes sense for the code base).;4-list of top offenders
77:12:00;s4_r10;Instant messaging;4-instant message could be used for notificaitons
77:13:00;s4_r10;CI job dashboard;4-dashboard
77:14:00;s4_r10;I've used Jenkins with custom views for the main branch and the current release stabilization branch.;4-dashboard example
77:15:00;s4_r10;I would rather have that notification as the result of the CI job directly. I've experienced having checks like this as a quality gate, blocking changes directly on the CI pipeline of a pull request;4-use ci as a quality gate and send a report
78:01:00;s4_r11;This could be useful if there is threshold, if x% of the code are code smells then notifies.;"4-notifications should be sent based on a threshold
s4_q1"
78:03:00;s4_r11;most of the code smells detected by sonaqube were ‘false’ code smells;"4-accuracy of identified code smells is a concern
concept-Tool Quality"
80:03:00;s4_r13;As i mentioned in my first answer, some times mailing too much information to the stakeholders can be bad, so we should choose carefully the period it should be done.;"4-many notifications can cause pople to ignore them
concept-Notification Load
s4_q4"
80:04:00;s4_r13;I think it would be better to have it after each release of the application;4-notification after after each release
80:05:00;s4_r13;having it too often can lead to a spam of too much information that can cause the stakeholders to start ignoring it.;4-many notifications can cause pople to ignore them
80:06:00;s4_r13;The difference between this version and the last one is a very good information;4-evolution of quality metrics
80:07:00;s4_r13;so we can check how much it increased or even how much we decreased it in the new versions.;4-evolution can help to check the progress
80:08:00;s4_r13;having it too often can lead to a spam of too much information that can cause the stakeholders to start ignoring it.;concept-Information Load
82:01:00;s5_r2;Only if the warning would have been something a team member would have mentioned during a review. It's noise otherwise.;"5-the warning might cover only what real developers would warn
concept-Notification Load
s5_q1"
82:03:00;s5_r2;"""Module maintainer"" concept is too rigid! A PR author usually knows who to notify, if the tool does exactly that - good, otherwise it's annoying and misses the mark.";"5-notify the module maintainer is not useful
s5_q3"
82:04:00;s5_r2;Anything a person can do.;"5-human-like behavior is an advantage
s5_q4"
82:06:00;s5_r2;The warning should include additional info that helps to resolve an issue.;5-additional informaiton to help solving the issue
82:07:00;s5_r2;It would be nice if each warning was actually a start of chat with an autonomous agent, like ChatGPT.;5-the warning could start a chat
82:09:00;s5_r2;A PR author usually knows who to notify, if the tool does exactly that - good, otherwise it's annoying and misses the mark.;"5-notify only interested people
concept-Customization
concept-Notification Load"
82:10:00;s5_r2;I want a tool that feels like an extension of my mind or a virtual team member.;5-human-like behavior is an advantage
82:13:00;s5_r2;The current crop of tools such as showcased in this questionnaire are too rigid and cumbersome.;"5-customization options are necessary
concept-Customization"
83:03:00;s5_r3;It can notify the people that have contributed the code that the contributor wants to modify.;"5-notifies contributors to a specific module
concept-Customization
s5_q3"
83:04:00;s5_r3;These commands are sufficient for now. If the bot is regularly used then the need for more commands will rise.;"5-provided commands are enough
s5_q4"
83:05:00;s5_r3;I would like to see the bot offer more information. Like a sonar script that tries to find bugs and lets you know about them. Where the bugs are and why they are marked as bugs. It can help save reviewers time, so that they can focus on the logic.;"5-more descriptive information
s5_q5"
83:06:00;s5_r3;It can help in saving reviewer's time.;5-bot's warning can help saving developer`s time
83:07:00;s5_r3;The contributor can see in advance any issues and fix them before someone dedicates time to go over the code.;5-the warning is uesful for the pr`s author
83:10:00;s5_r3;Provide exact lines,;5-Provide exact lines
83:11:00;s5_r3;method names;5-method names
83:12:00;s5_r3;more explanatory comment. Why is there a code smell there? What triggered the bot?;5-more descriptive information
84:02:00;s5_r4;There are tools for this already. You can run sonar analysis as a part of CI builds.;5-there is already a tool in place
84:03:00;s5_r4;The only difference that it does not add a 'human like' comment.;5-human-like behavior is an advantage
86:01:00;s5_r6;The presented scenario seems pretty marginal. It's common to integrate lint and code coverage thresholds into PRs, so not too clear what benefit this is giving us.;"5-the bot does not add value
s5_q1"
86:02:00;s5_r6;"The ""code smells"" terminology is quite off-putting for contributors. As a project owner I definitely don't want a contributor's first contact being a message that their code smells.";"5-message text is a concern
concept-Tool Quality
s5_q5"
86:03:00;s5_r6;As a project owner I definitely don't want a contributor's first contact being a message that their code smells.;5-first contact with contributors should not be about code smells
87:02:00;s5_r7;"I would define your tool as ""useful"" and ""successful"" if it supports open-source software forges such as ForgeJo, Gitea, Gitlab, Sourcehut, Launchpad, Codeberg at least as well as it supports Microsoft Github.";5-many platforms must be supported by the bot
88:02:00;s5_r8;A report like this should also include suggestions for how to address the identified shortcomings.;"5-additional informaiton to help solving the issue
s5_q2"
88:03:00;s5_r8;No. I don't know why this would be any different than a comment left by a human on a code review.;"5-human-like behavior is an advantage
5-notifications are not useful
s5_q3"
88:04:00;s5_r8;This would obviously depend heavily on the quality of the reported problems;"5-the quality of the report is a concern
concept-Tool Quality"
88:05:00;s5_r8;A few years ago, I would have scoffed at the idea that automated tooling would discover anything useful but this seems much more plausible now given the capabilities of LLMs;5-large language models have potential to identify problems
88:06:00;s5_r8;One obvious advantage of an automated tool is that it can avoid ego/personal issues that sometimes interfere with constructive code reviews.;5-automated tools may reduce personal bias
89:02:00;s5_r9;The suggestions need to be inline, in the code to which they are related, not in a single BLOB comment.;5-more descriptive information
90:02:00;s5_r10;a link to a report is fine;"5-a link to an external report is useful
s5_q2"
90:03:00;s5_r10;module maintainer is enough;"5-customization options are necessary
5-notify only interested people
concept-Customization
concept-Notification Load
s5_q3"
90:04:00;s5_r10;An external report that doesn't interfere with the code is very useful.;"5-external report
concept-Information Load"
90:05:00;s5_r10;I use reports like checkstyle too;5-checkstyle is an alternative
91:01:00;s5_r11;it would help developers to review their code before pull requesting;"5-help before pull requests
s5_q1"
91:02:00;s5_r11;maybe a visualization (charts);"5-add charts
s5_q2"
91:03:00;s5_r11;No;"5-notifications are not useful
s5_q3"
91:04:00;s5_r11;I don't see any other;"5-provided commands are enough
s5_q4"
92:01:00;s5_r12;It helps, but can overwhelm the team with the amount of communications. Thus a balance should be reached.;"5-many warns can annoy developers
concept-Notification Load
s5_q1"
92:02:00;s5_r12;Maybe a summary of issues (daily).;"5-summary of issues
concept-Information Abstraction
s5_q2"
92:03:00;s5_r12;Tech Lead or Software Architect for follow-up and guidance.;"5-customization options are necessary
5-notify only interested people
5-tech lead/architect
concept-Customization
s5_q3"
92:04:00;s5_r12;Postpone, ignore.;"5-command suggestion
concept-Human Intervention
s5_q4"
92:05:00;s5_r12;Another option is to have a step in CI so it can inform or break the build (depending on the context / type of project).;"5-ci step is an alternative
concept-Workflow Consistency
s5_q5"
93:01:00;s5_r13;It should include code snippets and possible improvements beyond the lines;"5-additional informaiton to help solving the issue
5-more descriptive information
s5_q2"
93:02:00;s5_r13;The commit author;"5-notify commit author
5-notify only interested people
concept-Customization
s5_q3"
94:02:00;s5_r14;The feature or user story number.;"5-feature or number story
s5_q2"
94:03:00;s5_r14;Include user work item (user story);"5-feature or number story
s5_q4"
94:04:00;s5_r14;The developer can quickly check where he needs to review;"5-helps where need to review
5-the warning is uesful for the pr`s author"
95:01:00;s5_r15;This is very usefull and, depending the reviewer, the PR can or cannot be accepted.;"5-warn is useful
s5_q1"
95:03:00;s5_r15;The maintainer as well the Lead Developer / Architect of the software.;"5-customization options are necessary
5-notify only interested people
5-tech lead/architect
concept-Customization
s5_q3"
95:04:00;s5_r15;ossibly, how many code smells were present before the PR so that the reviwer can understand if they were introduced by the PR or not.;5-number of code smells before PR
96:01:00;s5_r16;Much clearer information about the long term problems with the smells.;"5-long-term impact
5-more descriptive information
s5_q2"
96:02:00;s5_r16;"It sholud be the product owner of the ""product"" where the module is contained/owned.";"5-customization options are necessary
5-product owner
concept-Customization
s5_q3"
97:01:00;s5_r17;It would sparing time from tech lead to do recurring code review to the same issues;"5-bot's warning can help saving developer`s time
s5_q1"
97:02:00;s5_r17;To follow the standards set by the team;"5-the warn should include standards
concept-Context-Dependent Solution
concept-Contextual Factors
concept-Customization
s5_q2"
97:03:00;s5_r17;No;"5-notifications are not useful
s5_q3"
98:02:00;s5_r18;I believe its ok for now;"5-no extra information needed
s5_q2"
98:04:00;s5_r18;Maybe using AI to suggest performance improvements or maybe the possibility and how to add tests?;"5-using ai to suggest improvements
s5_q4"
98:05:00;s5_r18;Well, sometimes the owners of a github project don't have time to verify people code as soons and possible, so it's great for a first approach and before the bot answer the dev can also go and check the issues listed by the bot.;5-bot's warning can help saving developer`s time
98:06:00;s5_r18;It will reduce the answer time and the developer can work on the fixes sooner.;5-the bot can reduce answer time
98:07:00;s5_r18;Maybe the people responsible for the project;"5-customization options are necessary
5-tech lead/architect
concept-Customization"
98:08:00;s5_r18;if that doesn't get too annoying for them;"5-many warns can annoy developers
concept-Notification Load"
100:01:00;s5_r20;Every time! Get users used to this kind of messaging for every change. It can be very succinct in case there are no issues found.;"5-warn is useful
s5_q1"
100:05:00;s5_r20;I think it even has too much info.;"5-the bot is already providing too much info
concept-Information Load"
100:06:00;s5_r20;It should leave the message on the PR,;5-leave message on the PR
100:08:00;s5_r20;Let the Git system handle those.;5-git can handle notification
100:10:00;s5_r20;like marking them as false positives.;"5-command:mark code smells as false positives
concept-Human Intervention
concept-Tool Quality"
100:17:00;s5_r20;The extra commands could be either omitted, listed inline or left as a link to further documentation.;5-link to facilitate navigation
100:18:00;s5_r20;I use GitLab and diff comments also show on the merge request overview page. In this scenario I'd prefer leaving the issues directly as diff comments.;concept-Information Abstraction
100:19:00;s5_r20;and not bother with notifications.;"5-many warns can annoy developers
concept-Notification Load"
100:20:00;s5_r20;For everything else listed, the actions can be handled by the Git system, it's redundant to have the bot handling them.;"5-most commands can be handle by github
concept-Notification Load"
101:02:00;s5_r21;Maybe have a link for each smells for easier navigation.;"5-link to facilitate navigation
s5_q2"
101:03:00;s5_r21;This could be helpful in newer projects,;"5-bot is useful for new projects
concept-Context-Dependent Solution
concept-Contextual Factors"
101:04:00;s5_r21;to enforce a certain quality level of the code.;5-bot can enforce quality
102:01:00;s5_r22;Prevent bugs, memory leaks and code security;"5-warn is useful
s5_q1"
103:03:00;s5_r23;Other developers that can help in the code review, for example developers that already received an warning for this type of code smell and fixed it before, so they can do a review and give suggestions to the maintainer.;"5-customization options are necessary
concept-Customization
s5_q3"
103:04:00;s5_r23;Coomands to configure if the bot comments should be only warnings or threads that needs to be solved before the PR is merged.;"5-customization options are necessary
concept-Customization
s5_q4"
103:08:00;s5_r23;Always, having that feedback being sent on each PR is very useful;5-leave message on the PR
103:09:00;s5_r23;specially if the bot give suggestions on how to fix it.;5-using ai to suggest improvements
103:10:00;s5_r23;Yes, suggesting how to fix the code smells would be a good thing;5-using ai to suggest improvements
103:11:00;s5_r23;if not a reviewer be suggested to check to code would also be good;5-suggest reviewer
103:12:00;s5_r23;sometimes the person will not know what is the best way to fix the code smell, so a second or third opinion would help a lot.;5-improves communication
